user_id,total_spent,n_pedidos,n_productos_diferentes,cantidad_total,ticket_medio,n_pedidos_devueltos,cluster
42793,765.60,1,1,48,765.60,0,0
42799,2249.70,1,1,30,2249.70,0,0
42802,237.72,1,1,14,237.72,0,0
42806,850.48,1,2,21,850.48,0,0
42809,1175.00,1,1,50,1175.00,0,0
42810,439.89,1,1,11,439.89,0,0
42816,345.60,1,1,18,345.60,0,0
42818,3305.68,1,3,87,3305.68,0,0
42820,4515.00,1,1,35,4515.00,0,0
42821,9711.50,2,5,137,4855.75,0,2
42824,715.00,1,1,13,715.00,0,0
42825,839.60,1,1,40,839.60,0,0
42833,2847.45,1,1,41,2847.45,0,0
42834,2915.50,1,1,49,2915.50,0,0
42840,1427.83,1,1,17,1427.83,0,0
42841,3290.76,2,3,106,1645.38,0,2
42842,1022.69,1,1,31,1022.69,0,0
42850,1349.55,1,1,45,1349.55,0,0
42851,2907.85,1,2,70,2907.85,0,0
42854,395.36,1,1,28,395.36,0,0
42858,658.90,1,1,22,658.90,0,0
42861,2544.90,1,4,88,2544.90,0,0
42863,4335.50,1,1,29,4335.50,1,1
42867,2132.35,1,2,54,2132.35,0,0
42870,1633.62,1,1,38,1633.62,0,0
42875,47.99,1,1,1,47.99,1,1
42883,1499.70,1,1,30,1499.70,0,0
42885,919.80,1,1,42,919.80,0,0
42890,931.70,1,2,21,931.70,0,0
42893,2792.46,1,3,92,2792.46,0,0
42894,2842.31,3,4,76,947.44,0,2
42898,359.50,1,1,10,359.50,0,0
42900,1184.00,1,1,37,1184.00,0,0
42902,4759.80,1,2,36,4759.80,0,0
42907,890.10,1,1,18,890.10,0,0
42914,1902.35,2,3,37,951.18,0,2
42920,971.82,1,2,59,971.82,0,0
42921,1413.86,2,3,64,706.93,0,2
42926,708.50,1,1,13,708.50,0,0
42930,1598.00,1,2,41,1598.00,0,0
42934,779.22,1,1,18,779.22,0,0
42937,220.83,1,1,17,220.83,0,0
42938,5616.00,2,2,64,2808.00,0,2
42941,6125.95,2,2,90,3062.98,0,2
42951,233.82,1,1,9,233.82,1,1
42952,1559.00,1,2,39,1559.00,0,0
42958,2625.00,1,1,25,2625.00,0,0
42963,1738.55,1,1,29,1738.55,0,0
42968,7266.14,1,1,43,7266.14,0,3
42972,3706.00,1,1,34,3706.00,0,0
42977,236.00,1,2,7,236.00,0,0
42979,160.79,1,1,7,160.79,0,0
42986,2549.28,1,2,45,2549.28,0,0
42989,832.50,1,1,37,832.50,0,0
42990,1824.33,1,2,71,1824.33,0,0
42996,799.80,1,1,20,799.80,0,0
42999,355.63,1,1,11,355.63,0,0
43001,801.00,1,1,9,801.00,0,0
43003,179.98,1,1,2,179.98,0,0
43008,1079.82,1,1,18,1079.82,0,0
43009,2054.00,1,1,26,2054.00,0,0
43010,2850.50,1,2,52,2850.50,1,1
43011,116.48,1,1,14,116.48,0,0
43016,79.40,1,1,4,79.40,0,0
43018,279.80,1,1,20,279.80,0,0
43025,3845.55,1,3,96,3845.55,0,0
43032,6111.72,1,2,58,6111.72,0,3
43034,60.00,1,1,5,60.00,0,0
43038,558.44,1,1,23,558.44,0,0
43040,597.60,1,1,24,597.60,0,0
43044,864.00,1,1,3,864.00,1,1
43049,2296.00,1,1,41,2296.00,0,0
43050,2505.45,1,4,102,2505.45,0,0
43055,1386.00,1,1,7,1386.00,0,0
43056,1012.84,1,2,23,1012.84,0,0
43058,1279.60,2,3,65,639.80,0,2
43059,5810.32,1,4,93,5810.32,0,3
43060,419.30,1,1,14,419.30,0,0
43062,337.04,1,1,4,337.04,0,0
43064,3000.00,1,1,25,3000.00,0,0
43066,4856.06,1,4,84,4856.06,0,0
43070,5831.93,4,5,160,1457.98,0,2
43078,2288.67,1,2,39,2288.67,0,0
43080,718.02,1,2,50,718.02,0,0
43084,479.84,1,1,16,479.84,0,0
43087,2481.60,2,2,40,1240.80,0,2
43088,4312.96,1,4,100,4312.96,0,0
43090,6643.63,2,2,75,3321.81,0,2
43091,215.65,1,1,19,215.65,0,0
43092,1794.00,1,1,26,1794.00,0,0
43097,1516.86,1,2,38,1516.86,0,0
43102,1859.69,1,1,31,1859.69,0,0
43104,1690.60,1,3,84,1690.60,0,0
43108,778.59,1,1,41,778.59,0,0
43119,14631.66,2,5,169,7315.83,1,3
43129,4752.00,1,1,48,4752.00,1,1
43133,11069.55,1,3,109,11069.55,0,3
43137,768.66,2,2,18,384.33,0,2
43145,2047.00,1,1,23,2047.00,0,0
43147,28.99,1,1,1,28.99,0,0
43148,805.00,1,1,35,805.00,1,1
43149,1924.02,1,2,88,1924.02,0,0
43151,1792.00,1,1,20,1792.00,0,0
43160,2760.34,2,2,61,1380.17,1,1
43162,3048.10,1,2,53,3048.10,1,1
43164,3508.55,1,2,44,3508.55,0,0
43169,15364.00,2,2,76,7682.00,0,3
43171,449.90,1,1,10,449.90,1,1
43175,7450.00,1,1,50,7450.00,0,3
43181,6802.00,1,1,38,6802.00,0,3
43182,3066.00,1,3,51,3066.00,0,0
43183,1800.00,1,1,30,1800.00,0,0
43194,483.92,1,1,23,483.92,0,0
43197,7012.66,1,3,110,7012.66,0,3
43198,880.00,1,1,40,880.00,0,0
43201,5680.50,1,2,48,5680.50,1,1
43205,330.00,1,1,6,330.00,0,0
43213,300.00,1,1,10,300.00,0,0
43220,230.00,1,1,23,230.00,0,0
43222,1518.00,1,1,40,1518.00,0,0
43223,719.76,1,1,24,719.76,0,0
43224,384.39,1,1,9,384.39,0,0
43226,334.95,1,1,35,334.95,0,0
43228,1854.76,1,2,55,1854.76,0,0
43229,3420.98,2,3,86,1710.49,0,2
43230,2730.72,2,3,62,1365.36,0,2
43232,1728.00,1,1,36,1728.00,0,0
43237,610.53,1,1,47,610.53,0,0
43242,4313.15,1,3,77,4313.15,0,0
43248,1024.59,1,1,41,1024.59,0,0
43251,2274.04,1,2,70,2274.04,0,0
43252,376.87,1,1,13,376.87,0,0
43254,2610.00,1,1,45,2610.00,0,0
43256,2160.10,1,2,60,2160.10,0,0
43257,4836.73,2,3,82,2418.37,0,2
43259,5530.80,1,2,74,5530.80,0,0
43260,207.92,1,1,8,207.92,0,0
43264,599.97,1,1,3,599.97,0,0
43273,1210.00,1,1,22,1210.00,0,0
43275,34.29,1,1,3,34.29,0,0
43276,632.00,1,1,8,632.00,1,1
43281,293.60,1,2,43,293.60,0,0
43282,809.25,1,1,15,809.25,1,1
43283,3958.35,1,1,33,3958.35,0,0
43284,9371.55,1,4,150,9371.55,0,3
43285,1279.20,1,1,16,1279.20,0,0
43287,2201.28,2,2,55,1100.64,0,2
43288,3219.94,1,4,94,3219.94,0,0
43293,3580.00,1,1,40,3580.00,0,0
43297,16.99,1,1,1,16.99,0,0
43298,601.47,1,1,41,601.47,0,0
43300,1484.67,1,1,33,1484.67,0,0
43302,2516.00,1,1,34,2516.00,0,0
43303,750.00,1,1,30,750.00,0,0
43311,91.96,1,1,4,91.96,0,0
43318,358.80,1,2,32,358.80,0,0
43319,2913.05,1,1,49,2913.05,0,0
43320,1345.00,1,2,52,1345.00,0,0
43321,2582.65,1,1,47,2582.65,0,0
43326,674.73,1,1,27,674.73,1,1
43335,680.00,1,1,17,680.00,0,0
43337,213.75,1,1,15,213.75,0,0
43343,1050.00,1,1,30,1050.00,0,0
43347,278.60,1,1,28,278.60,0,0
43349,298.00,1,1,1,298.00,1,1
43360,2169.71,1,2,64,2169.71,0,0
43363,33.90,1,1,2,33.90,0,0
43366,532.00,1,1,38,532.00,0,0
43367,450.00,1,1,18,450.00,0,0
43372,7553.26,2,4,114,3776.63,0,2
43376,4977.21,1,1,21,4977.21,0,0
43377,1879.10,1,1,38,1879.10,0,0
43380,199.98,1,1,2,199.98,0,0
43381,199.96,1,1,4,199.96,0,0
43387,403.00,1,1,25,403.00,0,0
43389,921.80,1,1,44,921.80,0,0
43393,7959.65,2,2,35,3979.82,0,2
43396,845.00,1,1,13,845.00,0,0
43397,1365.44,1,1,34,1365.44,0,0
43399,6218.10,1,1,47,6218.10,0,3
43404,881.72,1,2,49,881.72,0,0
43408,1550.00,1,1,50,1550.00,1,1
43415,485.04,1,1,24,485.04,0,0
43416,1343.58,1,1,42,1343.58,0,0
43421,4201.00,1,2,59,4201.00,0,0
43426,3508.00,1,2,42,3508.00,0,0
43429,960.00,1,1,40,960.00,0,0
43430,5170.13,3,3,80,1723.38,0,2
43432,608.71,1,1,29,608.71,0,0
43437,2117.85,1,2,50,2117.85,1,1
43438,2655.00,1,2,34,2655.00,0,0
43442,369.10,1,2,22,369.10,0,0
43444,1629.69,2,2,50,814.84,0,2
43453,450.00,1,1,15,450.00,0,0
43455,4029.68,1,2,71,4029.68,0,0
43457,935.00,1,1,17,935.00,0,0
43458,440.00,1,1,44,440.00,0,0
43460,6336.00,1,1,32,6336.00,0,3
43463,336.00,1,1,32,336.00,1,1
43464,4772.00,1,2,77,4772.00,0,0
43467,432.00,1,1,12,432.00,0,0
43483,4860.00,1,1,36,4860.00,0,0
43487,178.50,1,1,3,178.50,0,0
43488,1933.48,1,2,48,1933.48,0,0
43490,1363.00,1,1,47,1363.00,0,0
43491,238.00,1,1,7,238.00,0,0
43502,2609.71,1,1,29,2609.71,0,0
43503,479.88,1,1,12,479.88,0,0
43507,1024.59,1,1,41,1024.59,0,0
43512,3599.00,2,5,144,1799.50,0,2
43513,760.80,1,1,12,760.80,0,0
43517,678.00,1,1,40,678.00,0,0
43518,2533.13,1,1,43,2533.13,0,0
43520,1664.55,1,1,45,1664.55,0,0
43527,1350.00,1,1,40,1350.00,0,0
43528,1612.08,1,1,36,1612.08,0,0
43529,7173.56,1,4,111,7173.56,0,3
43530,1575.53,1,2,33,1575.53,0,0
43533,882.00,1,1,9,882.00,0,0
43543,10501.82,2,3,91,5250.91,0,2
43545,1818.70,1,1,26,1818.70,0,0
43551,7226.80,1,4,125,7226.80,1,1
43554,1187.33,1,1,37,1187.33,0,0
43564,1625.40,1,1,43,1625.40,0,0
43565,1490.86,2,2,32,745.43,0,2
43569,1690.00,1,1,26,1690.00,0,0
43571,6944.90,1,2,79,6944.90,0,3
43577,3263.52,1,1,48,3263.52,0,0
43581,4151.60,1,2,58,4151.60,0,0
43594,9471.01,1,4,136,9471.01,1,3
43597,2095.30,1,2,67,2095.30,0,0
43598,2028.59,2,2,45,1014.30,0,2
43602,1507.74,1,1,26,1507.74,2,1
43604,1693.78,1,1,22,1693.78,0,0
43608,759.85,1,1,13,759.85,0,0
43609,1188.00,1,1,11,1188.00,0,0
43613,90.00,1,1,4,90.00,0,0
43617,3934.60,1,3,92,3934.60,0,0
43618,483.00,1,1,21,483.00,0,0
43619,1950.00,1,1,39,1950.00,0,0
43620,428.61,1,1,39,428.61,0,0
43621,370.00,1,1,10,370.00,0,0
43623,216.00,1,1,12,216.00,0,0
43625,3812.82,2,2,48,1906.41,0,2
43631,584.91,1,1,9,584.91,0,0
43632,1316.14,1,2,43,1316.14,0,0
43633,9109.15,2,2,47,4554.57,0,2
43635,2827.72,1,1,28,2827.72,0,0
43637,3720.28,2,3,114,1860.14,1,1
43644,2042.10,1,3,76,2042.10,0,0
43646,963.70,1,1,46,963.70,0,0
43647,694.95,1,1,41,694.95,0,0
43648,2695.00,1,1,49,2695.00,0,0
43649,4198.72,1,4,64,4198.72,0,0
43656,2223.90,1,1,42,2223.90,0,0
43657,4550.00,1,1,35,4550.00,0,0
43661,1365.00,1,1,39,1365.00,0,0
43662,1471.21,2,3,68,735.60,0,2
43663,569.05,1,1,19,569.05,0,0
43668,1605.80,1,1,37,1605.80,0,0
43671,3452.40,1,2,70,3452.40,1,1
43677,746.90,1,1,22,746.90,0,0
43678,3385.38,1,4,84,3385.38,0,0
43681,254.70,1,1,15,254.70,0,0
43687,2048.00,1,1,32,2048.00,0,0
43698,623.74,1,1,26,623.74,1,1
43701,1057.94,1,1,13,1057.94,1,1
43704,2652.00,1,1,39,2652.00,0,0
43705,969.00,1,1,34,969.00,0,0
43706,686.70,1,2,27,686.70,0,0
43708,546.00,1,1,21,546.00,0,0
43710,1580.10,1,2,80,1580.10,0,0
43712,1495.55,1,1,35,1495.55,0,0
43714,359.55,1,1,9,359.55,0,0
43728,3813.50,1,2,73,3813.50,0,0
43740,2400.00,1,1,40,2400.00,0,0
43742,628.63,1,1,37,628.63,0,0
43750,1210.00,1,1,22,1210.00,0,0
43757,685.48,1,2,52,685.48,1,1
43764,7187.98,1,4,92,7187.98,0,3
43769,979.81,1,2,19,979.81,1,1
43770,6749.55,1,1,45,6749.55,0,3
43785,3041.52,1,3,109,3041.52,0,0
43789,1610.00,1,1,46,1610.00,0,0
43792,5647.14,1,2,90,5647.14,0,3
43794,1044.00,1,1,29,1044.00,0,0
43795,1422.69,1,1,47,1422.69,0,0
43798,1080.00,1,1,18,1080.00,0,0
43799,120.00,1,1,8,120.00,0,0
43800,1351.05,1,2,75,1351.05,0,0
43801,852.00,1,1,48,852.00,0,0
43804,4829.26,1,2,82,4829.26,1,1
43814,1927.58,1,2,30,1927.58,0,0
43819,2296.00,1,1,41,2296.00,1,1
43825,341.64,1,1,36,341.64,0,0
43827,700.00,1,1,35,700.00,0,0
43829,5375.00,2,2,40,2687.50,0,2
43832,7000.00,1,1,20,7000.00,1,1
43838,1649.70,1,1,30,1649.70,1,1
43840,2443.00,1,1,35,2443.00,0,0
43843,3113.71,3,4,97,1037.90,0,2
43850,1080.00,1,1,27,1080.00,0,0
43856,5436.30,1,4,103,5436.30,0,0
43865,569.81,1,1,19,569.81,0,0
43868,420.00,1,1,5,420.00,0,0
43870,1248.75,1,1,25,1248.75,0,0
43873,5280.00,1,1,33,5280.00,0,0
43879,2625.30,1,1,45,2625.30,0,0
43883,2399.00,1,1,20,2399.00,0,0
43887,3990.00,1,1,21,3990.00,0,0
43892,3836.70,1,2,60,3836.70,0,0
43896,1818.52,1,1,44,1818.52,0,0
43899,1075.00,1,1,43,1075.00,0,0
43901,5121.12,1,3,66,5121.12,0,0
43907,936.00,1,1,39,936.00,0,0
43911,487.50,1,1,39,487.50,0,0
43912,321.94,1,2,28,321.94,0,0
43915,764.55,1,1,45,764.55,0,0
43918,2730.00,1,1,39,2730.00,0,0
43922,659.67,1,1,33,659.67,0,0
43928,368.00,1,1,16,368.00,0,0
43930,7320.00,1,2,89,7320.00,0,3
43941,99.95,1,1,5,99.95,0,0
43943,40536.00,1,4,156,40536.00,0,3
43948,404.91,1,1,9,404.91,0,0
43958,5525.00,1,1,17,5525.00,0,0
43964,1855.71,1,1,29,1855.71,0,0
43968,1178.00,1,1,38,1178.00,0,0
43969,816.15,1,3,42,816.15,0,0
43973,2799.08,1,2,49,2799.08,0,0
43974,287.70,1,1,6,287.70,0,0
43976,1919.68,1,1,32,1919.68,0,0
43986,76.50,1,1,9,76.50,0,0
43988,739.63,1,1,37,739.63,1,1
43991,3571.53,1,3,104,3571.53,0,0
43993,828.00,1,1,12,828.00,0,0
44000,195.86,1,1,14,195.86,0,0
44003,649.00,1,1,11,649.00,0,0
44008,4735.50,1,1,42,4735.50,0,0
44015,1848.00,1,1,42,1848.00,0,0
44024,4896.00,1,2,39,4896.00,0,0
44027,489.50,1,1,10,489.50,0,0
44028,1011.50,1,1,17,1011.50,0,0
44031,3036.16,2,3,92,1518.08,0,2
44036,10837.45,1,3,93,10837.45,0,3
44038,664.65,1,1,35,664.65,0,0
44039,195.93,1,1,7,195.93,0,0
44043,1311.00,1,1,38,1311.00,0,0
44045,2844.00,1,1,36,2844.00,0,0
44047,2617.66,1,1,34,2617.66,0,0
44049,2999.50,1,1,50,2999.50,0,0
44055,5192.00,1,1,44,5192.00,0,0
44056,1469.65,1,2,62,1469.65,1,1
44065,7077.72,1,3,87,7077.72,0,3
44071,241.92,1,1,42,241.92,0,0
44074,1262.92,1,2,19,1262.92,0,0
44075,1777.52,2,4,107,888.76,0,2
44076,3627.35,2,3,86,1813.68,0,2
44077,769.70,1,1,43,769.70,1,1
44082,347.48,1,1,34,347.48,0,0
44087,2829.85,1,4,43,2829.85,1,1
44098,1885.00,1,1,29,1885.00,0,0
44099,1099.50,1,1,50,1099.50,0,0
44105,3289.63,1,2,61,3289.63,0,0
44109,9158.67,1,2,42,9158.67,0,3
44111,663.15,1,1,15,663.15,0,0
44114,1680.00,1,1,42,1680.00,0,0
44119,4853.17,1,4,93,4853.17,0,0
44121,1619.10,1,1,18,1619.10,0,0
44127,171.96,1,1,4,171.96,0,0
44132,4917.22,1,2,52,4917.22,0,0
44133,768.00,1,1,32,768.00,0,0
44142,580.74,1,2,69,580.74,0,0
44143,7469.97,2,2,51,3734.99,0,2
44146,809.55,1,1,15,809.55,0,0
44149,1327.50,1,1,45,1327.50,0,0
44157,324.00,1,1,9,324.00,0,0
44161,3265.56,1,4,106,3265.56,0,0
44165,1669.44,2,2,15,834.72,0,2
44169,6065.77,1,2,54,6065.77,0,3
44171,11525.98,1,2,63,11525.98,0,3
44174,2019.53,1,2,62,2019.53,0,0
44179,1319.60,1,1,40,1319.60,1,1
44180,3864.00,1,1,28,3864.00,0,0
44181,561.00,1,1,17,561.00,1,1
44182,191.75,1,1,25,191.75,0,0
44186,699.86,1,1,14,699.86,0,0
44187,499.95,1,1,5,499.95,0,0
44188,4063.53,1,2,69,4063.53,0,0
44189,870.00,1,1,29,870.00,0,0
44199,330.00,1,1,15,330.00,0,0
44204,709.86,2,2,14,354.93,0,2
44205,4769.55,1,1,45,4769.55,0,0
44208,3026.00,1,1,17,3026.00,0,0
44214,2340.00,1,1,36,2340.00,0,0
44218,1271.00,1,1,41,1271.00,0,0
44219,899.00,1,1,29,899.00,0,0
44220,4524.93,2,3,44,2262.47,1,1
44222,1343.50,1,2,52,1343.50,0,0
44224,1613.25,2,3,93,806.63,0,2
44226,477.00,1,1,6,477.00,0,0
44244,237.24,1,1,9,237.24,0,0
44249,539.73,1,1,27,539.73,0,0
44252,119.00,1,1,20,119.00,0,0
44253,711.00,1,1,18,711.00,0,0
44256,5329.10,1,2,82,5329.10,0,0
44260,4499.71,1,3,48,4499.71,0,0
44263,14.99,1,1,1,14.99,0,0
44267,9372.35,2,3,113,4686.18,0,2
44270,1023.68,1,1,32,1023.68,0,0
44272,3020.00,1,2,68,3020.00,0,0
44274,402.69,1,1,31,402.69,0,0
44278,2423.05,1,1,49,2423.05,0,0
44284,4750.00,1,1,50,4750.00,0,0
44285,5082.66,2,3,59,2541.33,0,2
44287,226.00,1,1,25,226.00,0,0
44288,1886.66,1,1,34,1886.66,0,0
44290,5650.86,1,4,123,5650.86,1,1
44294,3127.50,1,1,45,3127.50,0,0
44296,15.90,1,1,2,15.90,1,1
44300,7969.00,2,2,30,3984.50,0,2
44301,1889.69,2,2,16,944.84,0,2
44304,230.79,1,1,21,230.79,0,0
44306,1070.00,1,2,21,1070.00,0,0
44307,875.00,1,1,35,875.00,0,0
44309,519.35,1,1,13,519.35,0,0
44315,562.25,1,1,25,562.25,0,0
44320,399.90,1,1,10,399.90,0,0
44321,1789.92,1,2,27,1789.92,0,0
44325,366.56,1,1,29,366.56,0,0
44331,1422.00,1,1,18,1422.00,0,0
44334,1480.27,2,2,45,740.14,0,2
44336,147.13,1,1,1,147.13,0,0
44338,2978.41,1,3,73,2978.41,0,0
44340,164.67,1,1,33,164.67,0,0
44349,258.70,1,1,26,258.70,0,0
44350,420.00,1,1,15,420.00,0,0
44353,1052.80,1,1,32,1052.80,1,1
44354,519.85,1,1,37,519.85,0,0
44355,6327.61,2,5,144,3163.80,1,1
44356,2621.60,1,2,76,2621.60,0,0
44360,1396.50,1,1,19,1396.50,0,0
44363,4950.00,1,1,25,4950.00,0,0
44364,2914.00,1,1,47,2914.00,1,1
44366,397.80,1,1,20,397.80,0,0
44372,205.00,1,1,5,205.00,0,0
44376,269.70,1,1,6,269.70,0,0
44377,1532.74,1,2,34,1532.74,0,0
44378,2820.00,1,1,47,2820.00,1,1
44385,2959.63,1,1,37,2959.63,0,0
44386,6962.80,2,3,71,3481.40,0,2
44391,4428.27,1,4,111,4428.27,0,0
44392,129.80,1,1,44,129.80,0,0
44398,695.93,1,2,38,695.93,0,0
44399,141.75,1,1,9,141.75,0,0
44403,2569.96,1,1,47,2569.96,0,0
44415,729.00,1,1,27,729.00,0,0
44418,4234.54,2,6,185,2117.27,0,2
44419,6653.02,1,3,58,6653.02,0,3
44423,1116.00,1,1,31,1116.00,0,0
44434,3000.00,1,1,20,3000.00,0,0
44435,2614.40,2,3,69,1307.20,0,2
44453,1260.00,1,1,30,1260.00,0,0
44457,2133.00,1,1,27,2133.00,0,0
44462,4199.00,1,1,20,4199.00,0,0
44465,428.23,1,1,17,428.23,0,0
44472,538.51,1,1,49,538.51,0,0
44474,12973.07,3,4,144,4324.36,0,2
44477,1565.85,2,2,29,782.93,0,2
44478,285.98,1,2,7,285.98,1,1
44489,2070.15,1,1,37,2070.15,0,0
44496,984.30,1,1,34,984.30,0,0
44497,2507.62,1,1,38,2507.62,1,1
44498,1546.00,2,2,43,773.00,0,2
44503,252.00,1,1,7,252.00,0,0
44504,2638.62,1,3,79,2638.62,0,0
44507,21764.75,1,2,52,21764.75,0,3
44512,62.93,1,1,7,62.93,0,0
44519,1342.88,1,3,63,1342.88,0,0
44521,330.00,1,1,3,330.00,0,0
44522,1609.77,1,1,23,1609.77,0,0
44531,962.92,1,1,28,962.92,0,0
44535,2703.03,1,3,58,2703.03,1,1
44538,1461.50,1,1,37,1461.50,0,0
44540,950.00,1,1,38,950.00,0,0
44542,1242.87,1,2,51,1242.87,0,0
44543,110.58,1,1,3,110.58,0,0
44544,5085.00,2,2,70,2542.50,0,2
44547,9095.52,1,4,105,9095.52,0,3
44551,1501.00,1,1,19,1501.00,0,0
44557,630.00,1,1,42,630.00,0,0
44562,396.00,1,1,18,396.00,0,0
44565,358.00,1,1,4,358.00,0,0
44571,99.90,1,1,10,99.90,0,0
44578,524.85,1,1,15,524.85,0,0
44586,699.80,1,1,20,699.80,0,0
44596,2110.52,1,2,57,2110.52,0,0
44597,5360.94,2,3,91,2680.47,0,2
44611,7573.65,2,4,100,3786.82,0,2
44615,4042.50,1,1,33,4042.50,0,0
44622,4536.00,1,1,24,4536.00,0,0
44623,1098.00,1,2,28,1098.00,1,1
44631,903.00,1,1,43,903.00,0,0
44634,330.00,1,1,6,330.00,0,0
44638,1542.62,2,4,65,771.31,0,2
44639,12095.00,1,1,41,12095.00,0,3
44642,418.00,1,1,11,418.00,0,0
44646,313.39,1,1,37,313.39,0,0
44647,30.00,1,1,3,30.00,0,0
44654,4512.00,1,1,48,4512.00,0,0
44661,6979.95,1,3,94,6979.95,0,3
44668,251.55,1,1,9,251.55,0,0
44669,8682.70,1,4,112,8682.70,0,3
44670,3469.47,3,3,105,1156.49,0,2
44676,1068.76,1,2,48,1068.76,0,0
44681,2424.77,3,3,37,808.26,1,2
44684,3384.77,1,2,62,3384.77,0,0
44690,4729.26,2,4,120,2364.63,0,2
44692,1575.54,2,3,49,787.77,0,2
44694,959.76,1,1,24,959.76,0,0
44695,1487.50,1,1,25,1487.50,0,0
44701,4495.00,1,2,66,4495.00,1,1
44704,165.00,1,1,3,165.00,0,0
44705,539.55,1,1,45,539.55,0,0
44707,14231.55,3,5,135,4743.85,0,2
44708,825.00,1,1,33,825.00,0,0
44709,402.72,1,1,48,402.72,1,1
44710,10011.16,3,6,182,3337.05,0,2
44714,963.70,1,1,46,963.70,0,0
44725,1152.00,1,1,36,1152.00,0,0
44727,20.00,1,1,1,20.00,0,0
44728,6575.64,2,2,73,3287.82,0,2
44733,5927.85,1,3,55,5927.85,0,3
44738,704.00,1,1,32,704.00,0,0
44740,1651.50,2,3,56,825.75,0,2
44741,3013.60,2,2,40,1506.80,0,2
44747,30455.22,3,10,333,10151.74,1,3
44749,585.98,1,2,25,585.98,0,0
44753,229.74,1,1,21,229.74,0,0
44756,9825.90,1,1,42,9825.90,0,3
44758,1144.00,1,1,13,1144.00,0,0
44759,5031.00,1,1,39,5031.00,0,0
44763,14432.48,1,4,95,14432.48,0,3
44764,2042.40,1,1,46,2042.40,0,0
44766,4225.43,1,3,103,4225.43,0,0
44768,511.70,1,1,34,511.70,0,0
44772,350.00,1,1,50,350.00,0,0
44773,7986.11,1,4,80,7986.11,0,3
44776,2362.08,1,1,16,2362.08,0,0
44779,7372.00,1,2,65,7372.00,0,3
44784,5948.63,2,3,74,2974.31,0,2
44788,7100.70,1,2,82,7100.70,0,3
44789,2529.77,1,1,23,2529.77,0,0
44791,415.30,1,2,17,415.30,0,0
44792,3443.33,3,6,169,1147.78,0,2
44800,3135.15,1,1,45,3135.15,0,0
44804,360.81,1,1,19,360.81,0,0
44817,532.00,1,1,14,532.00,0,0
44819,4494.10,1,3,82,4494.10,0,0
44825,4596.76,2,4,67,2298.38,0,2
44832,1225.00,1,1,49,1225.00,0,0
44838,621.86,1,2,17,621.86,0,0
44840,2431.97,1,2,30,2431.97,0,0
44845,528.00,1,1,12,528.00,0,0
44847,5100.00,1,1,17,5100.00,0,0
44848,6899.31,1,4,135,6899.31,1,1
44856,3729.20,3,3,74,1243.07,0,2
44858,767.68,1,1,16,767.68,0,0
44860,144.00,1,1,9,144.00,0,0
44863,2383.10,1,3,120,2383.10,0,0
44883,650.00,1,1,26,650.00,0,0
44887,7104.00,1,1,48,7104.00,0,3
44892,134.96,1,2,6,134.96,0,0
44895,153.17,1,1,17,153.17,0,0
44897,1292.00,1,1,19,1292.00,0,0
44898,109.95,1,1,5,109.95,0,0
44899,8880.70,1,4,171,8880.70,0,3
44901,11712.26,2,5,147,5856.13,0,3
44908,1648.35,1,1,33,1648.35,0,0
44914,153.40,1,1,26,153.40,0,0
44916,9484.48,2,5,141,4742.24,0,2
44924,440.24,2,3,19,220.12,0,2
44926,8242.65,1,3,117,8242.65,0,3
44931,4019.76,1,3,44,4019.76,0,0
44935,4170.80,1,3,70,4170.80,0,0
44938,864.00,1,1,36,864.00,0,0
44942,5276.11,1,2,68,5276.11,0,0
44944,839.79,1,1,21,839.79,0,0
44946,1895.00,1,2,47,1895.00,0,0
44948,379.81,1,1,19,379.81,0,0
44962,2275.70,2,2,52,1137.85,0,2
44965,2971.00,1,2,33,2971.00,0,0
44969,1657.54,2,3,54,828.77,0,2
44972,2123.64,1,2,44,2123.64,0,0
44976,619.65,1,1,27,619.65,0,0
44981,1806.70,1,2,42,1806.70,0,0
44983,310.80,1,1,24,310.80,0,0
44994,1909.00,1,3,86,1909.00,0,0
44995,4712.07,2,3,82,2356.03,0,2
44999,950.00,1,1,38,950.00,0,0
45006,454.50,1,1,18,454.50,1,1
45008,2975.52,1,1,48,2975.52,0,0
45009,1095.33,1,1,29,1095.33,0,0
45010,8722.00,1,1,49,8722.00,0,3
45029,71.20,1,1,8,71.20,0,0
45030,939.53,1,1,47,939.53,0,0
45035,480.70,1,1,22,480.70,1,1
45036,4541.61,1,4,82,4541.61,0,0
45039,7000.00,1,1,50,7000.00,0,3
45041,2400.00,1,1,48,2400.00,0,0
45043,44.92,1,1,4,44.92,0,0
45045,2079.00,1,1,42,2079.00,0,0
45046,772.20,1,1,12,772.20,0,0
45048,3811.82,1,2,38,3811.82,0,0
45050,335.76,1,1,24,335.76,0,0
45051,1812.63,1,2,47,1812.63,0,0
45055,1071.16,1,2,29,1071.16,0,0
45056,1410.00,1,1,47,1410.00,0,0
45057,336.00,1,1,3,336.00,0,0
45058,225.00,1,1,12,225.00,0,0
45080,1249.75,1,1,25,1249.75,1,1
45089,1329.81,1,1,19,1329.81,0,0
45093,6675.58,1,2,42,6675.58,0,3
45103,1300.00,1,2,52,1300.00,0,0
45105,325.00,1,1,5,325.00,0,0
45110,8250.00,1,1,50,8250.00,0,3
45112,429.00,1,1,1,429.00,0,0
45114,7548.70,1,3,98,7548.70,1,1
